"name","address","gmap_id","description","category","avg_rating","num_of_reviews","price","hours","MISC","state"
"River Rat Custom Outdoors","","0x4cca6fa920ffa7e1:0xda228c59b1cdf18","","['Hunting and fishing store', 'Service establishment']","5.0","8","","[['Saturday', '10AM–2PM'], ['Sunday', 'Closed'], ['Monday', '9AM–12PM'], ['Tuesday', '9AM–8PM'], ['Wednesday', '9AM–8PM'], ['Thursday', '9AM–8PM'], ['Friday', '9AM–8PM']]","","Open ⋅ Closes 2PM"
"Point Chaud Cafe & Crepes","Point Chaud Cafe & Crepes, 1100 New York Ave NW, Washington, DC 20005, United States","0x89b7b793f80b05fb:0x161cf55cbc65e9b4","","['Cafe', 'Crêperie']","4.2","214","$","[['Saturday', '9AM–6PM'], ['Sunday', '9AM–6PM'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM'], ['Wednesday', '8AM–6PM'], ['Thursday', '8AM–6PM'], ['Friday', '8AM–6PM']]","{'Service options': ['Takeaway', 'Delivery', 'Dine-in'], 'Accessibility': ['Wheelchair-accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', 'Vegetarian options'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids'], 'Payments': ['NFC mobile payments']}","Permanently closed"
"Kensight Sights","","0x88f51ecfe78826c5:0xe77394083e6a01bd","","['Manufacturer', 'Business to business service', 'Service establishment', 'Exporter', 'Import export company', 'Importer', 'Machine shop', 'Sports accessories wholesaler', 'Wholesaler']","4.8","5","","[['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '10AM–6PM'], ['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–6PM'], ['Thursday', '10AM–6PM'], ['Friday', '10AM–6PM']]","","Closed ⋅ Opens 10AM Mon"
"Bindaas","Bindaas, 2000 Pennsylvania Avenue NW, Washington, DC 20006, United States","0x89b7b7b08fde59bf:0xc0287d5e6100c735","Modern takes on Indian street food like fiery fried chicken, kebabs & snacks in hip surrounds.","['Indian restaurant', 'Restaurant']","4.2","728","$$","[['Saturday', '11:30AM–9:30PM'], ['Sunday', '11:30AM–9PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', '11:30AM–9PM'], ['Thursday', '11:30AM–9PM'], ['Friday', '11:30AM–9:30PM']]","{'Service options': ['Delivery', 'Takeaway', 'Dine-in'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Offerings': ['Coffee', 'Comfort food', 'Healthy options', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Dessert'], 'Atmosphere': ['Casual', 'Cosy'], 'Crowd': ['Groups', 'Tourists', 'University students'], 'Planning': ['Accepts reservations', 'Usually a wait']}","Closed ⋅ Opens 11:30AM"
"","","0x86fe72f53241cc21:0x3973f95cf073e3d","","","4.9","50","","","",""
"Denson Liquor Bar","Denson Liquor Bar, 600 F St NW, Washington, DC 20004, United States","0x89b7b78e4b94e1b1:0x2db32b5ac7afbffa","Atmospheric, art deco-ish bar with leather banquettes serving old-school drinks & elevated nibbles.","['Bar', 'Cocktail bar']","4.6","414","$$$","[['Saturday', '4:30PM–12AM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '4:30PM–12AM'], ['Wednesday', '4:30PM–12AM'], ['Thursday', '4:30PM–12AM'], ['Friday', '4:30PM–12AM']]","{'Service options': ['Dine-in', 'Delivery'], 'Health and safety': ['Mask required'], 'Highlights': ['Fast service', 'Great cocktails', 'Great wine list', 'LGBTQ-friendly'], 'Accessibility': ['Wheelchair-accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Food', 'Food at bar', 'Happy-hour drinks', 'Happy-hour food', 'Spirits', 'Wine'], 'Dining options': ['Seating'], 'Amenities': ['Gender-neutral toilets', 'Toilets', 'Wi-Fi'], 'Atmosphere': ['Cosy', 'Upmarket'], 'Planning': ['Accepts reservations'], 'Payments': ['Debit cards', 'Credit cards']}","Closed ⋅ Opens 4:30PM"
"A-American Aire","","0x86e75bccc4e97cb1:0xfd987723208998a9","","['Air conditioning contractor', 'Air conditioning repair service', 'Service establishment', 'Heating contractor', 'HVAC contractor']","4.6","26","","[['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM'], ['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM']]","","Closed ⋅ Opens 8AM Mon"
"mezeh mediterranean grill (crystal city)","mezeh mediterranean grill (crystal city), 2450 Crystal Dr, Arlington, VA 22202, United States","0x89b7b72eb85ab4a9:0x118463203befa240","","['Mediterranean restaurant']","4.4","546","$","[['Saturday', '11AM–10PM'], ['Sunday', '11AM–10PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–10PM']]","{'Service options': ['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeaway', 'Dine-in'], 'Health and safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance', 'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'], 'Offerings': ['Comfort food', 'Halal food', 'Healthy options', 'Organic dishes', 'Quick bite', 'Vegetarian options'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'High chairs', 'Toilets'], 'Atmosphere': ['Casual'], 'Crowd': ['Family friendly', 'Groups', 'Tourists'], 'Payments': ['Debit cards', 'Credit cards']}","Closed ⋅ Opens 11AM"
"Joseph L. Jordan Attorney at Law","","0x86454b7a21eee839:0x8a45df58cb866a12","","['Criminal justice attorney', 'Service establishment']","4.5","17","","[['Saturday', 'Open 24 hours'], ['Sunday', 'Closed'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]","","Open ⋅ Closes 12AM"
"The Gallery Collection","","0x89c2f76e7a160717:0x3133fd6b05318b72","","['Greeting card shop', 'Digital printing service', 'Service establishment']","3.8","28","","[['Saturday', '8AM–5PM'], ['Sunday', 'Closed'], ['Monday', '7:30AM–8:30PM'], ['Tuesday', '7:30AM–8:30PM'], ['Wednesday', '7:30AM–8:30PM'], ['Thursday', '7:30AM–8:30PM'], ['Friday', '7:30AM–8:30PM']]","{'Payments': ['Debit cards', 'Credit cards']}","Closed ⋅ Opens 8AM"
"Merry Maids","","0x864c89a2c024dd97:0xbd5d8b03e247a685","","['House cleaning service', 'Cleaning service', 'Service establishment']","4.3","8","","[['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM']]","","Closed ⋅ Opens 9AM Mon"
"Wildly Collective","","0x87c589fd1d879931:0x8cd09cf5ce3d2637","","['Wedding planner', 'Flower designer', 'Wedding service']","5.0","28","","[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]","","Open 24 hours"
"Embassy of Indonesia","Embassy of Indonesia, 2020 Massachusetts Ave NW, Washington, DC 20036, United States","0x89b7b7c88e8cd73b:0x963891069fb7d1e","","['Embassy']","4.3","74","","[['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM']]","{'Accessibility': ['Wheelchair-accessible entrance']}","Closed ⋅ Opens 9AM Mon"
"Puls TV Mounting Baltimore & DC","","0x89b7e6ae2d3f0169:0xc9b362f103e47060","","['Mobile phone repair shop', 'Service establishment']","4.1","214","","[['Friday', '8AM–10PM'], ['Saturday', '8AM–10PM'], ['Sunday', '8AM–10PM'], ['Monday', '8AM–10PM'], ['Tuesday', '8AM–10PM'], ['Wednesday', '8AM–10PM'], ['Thursday', '8AM–10PM']]","","Closed ⋅ Opens 8AM Sat"
"Victory Auto Lock LLC","","0x89c7fd99c18aabdd:0xcae3ab6a173cd448","","['Locksmith', 'Service establishment']","4.8","68","","[['Friday', '7:30AM–6PM'], ['Saturday', '7:30AM–6PM'], ['Sunday', 'Closed'], ['Monday', '7:30AM–6PM'], ['Tuesday', '7:30AM–6PM'], ['Wednesday', '7:30AM–6PM'], ['Thursday', '7:30AM–6PM']]","","Closed ⋅ Opens 7:30AM Sat"
"Mayes Funhouse Llc (Best Moonbounce rental)","","0x89c81de2bfc30d15:0xb1c536cf28c7c2ee","","['Party equipment rental service']","4.9","67","","[['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours']]","","Permanently closed"
"Anserteam Workforce Alliance","","0x864c20d073182ff3:0xe5b13571e85bd6c5","","['Corporate office', 'Human resource consulting']","3.0","2","","[['Friday', '8AM–6PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM'], ['Wednesday', '8AM–6PM'], ['Thursday', '8AM–6PM']]","","Open ⋅ Closes 6PM"
"Breakneck Creative","","0x88e77746ffcf5c07:0xefe9fa0807070815","","['Website designer', 'Service establishment']","5.0","3","","[['Friday', '10AM–9PM'], ['Saturday', '10AM–9PM'], ['Sunday', '10AM–9PM'], ['Monday', '10AM–9PM'], ['Tuesday', '10AM–9PM'], ['Wednesday', '10AM–9PM'], ['Thursday', '10AM–9PM']]","","Open ⋅ Closes 9PM"
"Chinese Embassy Visa Section","Chinese Embassy Visa Section, 2201 Wisconsin Ave NW Bliss Gallery, Washington, DC 20007, United States","0x89b7b63adb5f8fb5:0x28237cc72f4050fa","","['Visa and passport office']","2.6","238","","[['Friday', '9:30AM–2:30PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9:30AM–2:30PM'], ['Tuesday', '9:30AM–2:30PM'], ['Wednesday', '9:30AM–2:30PM'], ['Thursday', '9:30AM–2:30PM']]","{'Accessibility': ['Wheelchair-accessible entrance']}","Closed ⋅ Opens 9:30AM Mon"
"CAPITAL FRINGE","CAPITAL FRINGE, 1150 4th St SW Apt 204, Washington, DC 20024, United States","0x89b7b78d394b939b:0x8e23f0a24809960a","","['Non-profit organization', 'Arts organization']","4.6","24","","","{'Accessibility': ['Wheelchair-accessible entrance']}","Open now"
"Poke Papa","Poke Papa, 806 H St NW, Washington, DC 20001, United States","0x89b7b7918aa46ea3:0xfed0691345bda849","Hawaiian-inspired raw fish & rice bowls, with sauce & topping options, in industrial-mod storefront.","['Hawaiian restaurant', 'Restaurant']","4.6","798","$$","[['Friday', '11AM–9PM'], ['Saturday', '11AM–9PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM']]","{'Service options': ['Delivery', 'Takeaway'], 'Health and safety': ['Mask required'], 'Highlights': ['LGBTQ-friendly'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair-accessible entrance'], 'Offerings': ['Healthy options', 'Quick bite', 'Vegetarian options'], 'Dining options': ['Lunch', 'Dinner'], 'Amenities': ['Good for kids', 'High chairs', 'Toilets'], 'Atmosphere': ['Casual'], 'Crowd': ['Family friendly', 'Tourists', 'University students'], 'Payments': ['NFC mobile payments']}","Opens soon ⋅ 11AM"
"Cobra Complete Auto Repair Service","","0x883b33dd7685f6e5:0x1de56f1a05324152","","['Auto repair shop', 'Auto body shop', 'Brake shop', 'Small engine repair service', 'Towing service']","3.9","57","","[['Friday', '8AM–4:45PM'], ['Saturday', '8AM–3PM'], ['Sunday', 'Closed'], ['Monday', '8AM–4:45PM'], ['Tuesday', '8AM–4:45PM'], ['Wednesday', '8AM–4:45PM'], ['Thursday', '8AM–4:45PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Oil change'], 'Amenities': ['Mechanic']}","Open ⋅ Closes 4:45PM"
"Levain Bakery - Georgetown","Levain Bakery - Georgetown, 3131 M St NW, Washington, DC 20007, United States","0x89b7b752424e384d:0xd0e322e434ed52cb","Cookies, bread & sweet treats are served with coffee & tea at this airy whitewashed-brick bakery.","['Bakery', 'Cafe']","4.6","278","","[['Friday', '8AM–8PM'], ['Saturday', '8AM–8PM'], ['Sunday', '8AM–8PM'], ['Monday', '8AM–8PM'], ['Tuesday', '8AM–8PM'], ['Wednesday', '8AM–8PM'], ['Thursday', '8AM–8PM']]","{'Service options': ['Delivery', 'In-store pick-up', 'In-store shopping', 'Takeaway', 'Dine-in'], 'Health and safety': ['Mask required', 'Safety dividers at checkout'], 'Planning': ['Quick visit']}","Open ⋅ Closes 8PM"
"Audi Field","Audi Field, 100 Potomac Ave SW, Washington, DC 20024, United States","0x89b7b76255c962df:0x958b3d454edb82d0","","['Stadium']","4.6","1767","","","{'Accessibility': ['Wheelchair-accessible entrance']}",""
"Residence Inn by Marriott Arlington Pentagon City","Residence Inn by Marriott Arlington Pentagon City, 550 Army Navy Dr, Arlington, VA 22202, United States","0x89b7b7207e0d27ab:0xd18b67eabba3ca20","Modern extended-stay hotel with an indoor pool, plus complimentary Wi-Fi & breakfast.","['Hotel', 'Indoor lodging']","4.5","257","","","",""
"Hill Country Barbecue Market","Hill Country Barbecue Market, 410 7th St NW, Washington, DC 20004, United States","0x89b7b7901d0b937b:0xfcd2c5fe2391f4da","Texas BBQ & beer served in a rustic-chic, cafeteria-style setup, with nightly live music downstairs.","['Restaurant', 'Barbecue restaurant', 'Takeout restaurant']","4.3","2914","$$","[['Friday', '12–10PM'], ['Saturday', '12–10PM'], ['Sunday', '12–9PM'], ['Monday', '12–9PM'], ['Tuesday', '12–9PM'], ['Wednesday', '12–9PM'], ['Thursday', '12–9PM']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Curbside pickup', 'Delivery', 'Takeaway', 'Dine-in'], 'Health and safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Great beer selection', 'Great cocktails', 'Great dessert', 'LGBTQ-friendly', 'Live music', 'Sport', 'Transgender safe space'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair-accessible entrance', 'Wheelchair-accessible lift', 'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy-hour drinks', 'Happy-hour food', 'Late-night food', 'Quick bite', 'Salad bar', 'Spirits', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Bar on site', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'], 'Atmosphere': ['Casual'], 'Crowd': ['Family friendly', 'Groups', 'Tourists', 'University students'], 'Planning': ['Accepts reservations'], 'Payments': ['Debit cards', 'Credit cards']}","Closed ⋅ Opens 12PM"
"shareZme","","0x88699fb52fae0f75:0xbfe54402b289cfb9","","['Commercial real estate agency', 'Commercial agent', 'Service establishment']","4.8","5","","[['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours']]","","Open 24 hours"
"Capture the Atlas","","0x89c695e5d736ddbd:0xcd774eb901a3639b","","['Tour agency']","5.0","13","","","",""
"Mobile Mechanic Truck & Trailer Repair / Yard Goat Repair","","0x80dd34ffc3ca7257:0xbcf4b1c3cf992f25","","['Diesel engine repair service']","4.5","2","","[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]","{'Amenities': ['Mechanic']}","Open 24 hours"
"Kiwi Tint","","0x88d91d2d9226b167:0x389551e51a133d1","","['Window tinting service']","5.0","2","","[['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']]","","Open ⋅ Closes 5PM"
"","","0x864ea3b1b45b779b:0xa809d5675109eb28","","","4.6","8","","","",""
"K.S Diesel On-Site Repair L.L.C","","0x89c3bf1a5a23f2af:0x938866b1879fcb64","","['Truck repair shop', 'Diesel engine repair service', 'Mechanic', 'Towing service']","5.0","27","","[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]","{'Offerings': ['Oil change'], 'Amenities': ['Mechanic']}","Open 24 hours"
"T-Toust","","0x80857c28b33ffc57:0x4af19c5a985bb7f6","","['Korean restaurant']","4.0","38","","[['Thursday', '12–7PM'], ['Friday', '12–7PM'], ['Saturday', 'Closed'], ['Sunday', '11:30AM–7PM'], ['Monday', '12–7PM'], ['Tuesday', '12–7PM'], ['Wednesday', '12–7PM']]","{'Service options': ['Delivery', 'Takeout'], 'Popular for': ['Lunch', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Quick bite'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual'], 'Crowd': ['College students'], 'Payments': ['NFC mobile payments']}","Closed ⋅ Opens 12PM"
"Disney Store","Disney Store, 4321 Camino De La Plaza, San Diego, CA 92173, United States","0x80d9491b1822392f:0xa79954ea26b6ff3","Disney retail chain featuring official character toys, clothes, collectibles & more.","['Toy store', ""Children's clothing store"", 'Clothing store', 'Collectibles store', 'Costume store', 'Doll store', 'Gift shop']","4.6","688","","[['Thursday', '11AM–7PM'], ['Friday', '10AM–8PM'], ['Saturday', '10AM–8PM'], ['Sunday', '12–6PM'], ['Monday', '11AM–7PM'], ['Tuesday', '11AM–7PM'], ['Wednesday', '11AM–7PM']]","{'Service options': ['In-store shopping', 'Delivery'], 'Health and safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Accessibility': ['Wheelchair-accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['NFC mobile payments']}","Closed ⋅ Opens 11AM"
"The REACH, at the Kennedy Center for the Performing Arts","The REACH, at the Kennedy Center for the Performing Arts, 2700 F St NW, Washington, DC 20566, United States","0x89b7b72ac8c6205f:0xc1e116d2d5dcf267","","['Performing arts theater']","4.8","168","","","{'Accessibility': ['Wheelchair-accessible entrance'], 'Amenities': ['Good for kids']}",""
"Listing should be deleted. Closed permanently.","","0x5490140a9c11b8c5:0xa01e0eed55bc7f55","","['Beach entertainment shop', 'Service establishment']","4.5","148","","[['Wednesday', 'Closed'], ['Thursday', 'Closed'], ['Friday', 'Closed'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '10–10:01AM'], ['Tuesday', 'Closed']]","","Permanently closed"
"Smilelove","","0x8752871319677473:0x16cd0eaefac14df3","","['Cosmetic dentist']","1.8","196","","[['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM']]","{'Health & safety': ['Appointment required', 'Mask required', 'Staff wear masks', 'Staff required to disinfect surfaces between visits'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended']}","Closed ⋅ Opens 9AM Thu"
"Eurich's Clock World","","0x883b35e832e188f1:0x683e62a3f9822b37","","['Clock repair service']","4.2","8","","","",""
"A & A Towing and Recovery","","0x80d65e8e8413f1cd:0xd946c2a5f107d5d3","","['Towing service', 'Service establishment']","4.2","63","","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","","Open 24 hours"
"AutoZone Auto Parts","AutoZone Auto Parts, 401 Pan American Ave, Douglas, AZ 85607, United States","0x86da0823670eb0d7:0xff6bdf05e984d2fd","","['Auto parts store', 'Car accessories store', 'Car battery store', 'Tool rental service']","4.3","198","","[['Wednesday', '7:30AM–10PM'], ['Thursday', '7:30AM–10PM'], ['Friday', '7:30AM–10PM'], ['Saturday', '7:30AM–10PM'], ['Sunday', '8AM–9PM'], ['Monday', '7:30AM–10PM'], ['Tuesday', '7:30AM–10PM']]","{'Service options': ['Curbside pickup', 'In-store pickup', 'In-store shopping', 'Same-day delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['NFC mobile payments']}","Open ⋅ Closes 10PM"
"Gold Coast Terpenes","","0x80dd336074e2ef1f:0x12c907da3fa26315","","['Flavours fragrances and aroma supplier', 'Service establishment']","5.0","7","","[['Wednesday', '10AM–5PM'], ['Thursday', '10AM–5PM'], ['Friday', '10AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '10AM–5PM'], ['Tuesday', '10AM–5PM']]","","Open ⋅ Closes 5PM"
"Honeybee Herb","","0x88c2c1d8018ed8d1:0x77cfbb1511e8ed06","","['Tobacco shop', 'Novelty store']","5.0","28","","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","{'Service options': ['In-store shopping', 'Same-day delivery'], 'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Wi-Fi'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'Credit cards']}","Open 24 hours"
"Karen Michaels Music Live","","0x80c8d275b3ebff1d:0xc29dc0626af8e77","","['Musician', 'Entertainer', 'Life coach', 'Music instructor', 'Performing arts group', 'Performing arts theater', 'Piano instructor', 'Vocal instructor']","5.0","2","","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Same-day delivery'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Wi-Fi'], 'Payments': ['Checks', 'Debit cards', 'Credit cards']}","Open 24 hours"
"Marie Violet Photography","","0x89baa4b6b1296e1f:0x867711288049f0d3","","['Wedding photographer', 'Photographer']","4.9","18","","[['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–7PM'], ['Sunday', '10AM–7PM'], ['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM']]","{'From the business': ['Identifies as women-led']}","Open ⋅ Closes 7PM"
"MMJRecs","","0x808580853c8f3365:0x12167aad754d6ca1","","['Health consultant']","4.7","138","","[['Wednesday', '8AM–12AM'], ['Thursday', '8AM–12AM'], ['Friday', '8AM–12AM'], ['Saturday', '8AM–12AM'], ['Sunday', '8AM–12AM'], ['Monday', '8AM–12AM'], ['Tuesday', '8AM–12AM']]","","Open ⋅ Closes 12AM"
"New Mexico Bead & Fetish","","0x87220cd4aa3a64f3:0x5b82b83fb49f1926","","['Bead store', 'Art supply store', 'Bead wholesaler', 'Craft store', 'Jewelry designer', 'Jewelry repair service', 'Metaphysical supply store', 'Native american goods store', 'Wholesaler']","4.3","18","","[['Wednesday', '12–5PM'], ['Thursday', '12–5PM'], ['Friday', '12–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '12–5PM'], ['Tuesday', '12–5PM']]","{'Service options': ['Delivery', 'In-store shopping'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['Checks', 'Debit cards', 'Credit cards']}","Closed ⋅ Opens 12PM"
"The Tie Dye Company","","0x872bad95177ffc5d:0x14e822642a296792","","['Clothing store', 'Service establishment']","5.0","58","","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","","Open 24 hours"
"Taco Palenque Zapata Hwy.","Taco Palenque Zapata Hwy., 3512 S Zapata Hwy, Laredo, TX 78046, United States","0x8661239f6754f3cb:0xe2949133ffc46f84","Chain Mexican restaurant open 24/7, serving basic dishes such as quesadillas & breakfast tacos.","['Mexican restaurant', 'Family restaurant', 'Fast food restaurant']","4.3","886","₩₩","[['Wednesday', '7AM–12AM'], ['Thursday', '7AM–12AM'], ['Friday', '7AM–1AM'], ['Saturday', '7AM–1AM'], ['Sunday', '7AM–12AM'], ['Monday', '7AM–12AM'], ['Tuesday', '7AM–12AM']]","{'Service options': ['Outdoor seating', 'Curbside pickup', 'Drive-through', 'Takeaway', 'Dine-in'], 'Health and safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great coffee', 'Great dessert', 'Great tea selection'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance', 'Wheelchair-accessible toilet'], 'Offerings': ['Alcohol', 'Beer', 'Coffee', 'Comfort food', ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates'], 'Dining options': ['Breakfast', 'Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'High chairs', 'Toilets'], 'Atmosphere': ['Casual', 'Cosy'], 'Crowd': ['Family friendly', 'Groups', 'Tourists', 'University students'], 'Payments': ['Debit cards']}","Open ⋅ Closes 12AM"
"Ontario’s Cannabis Delivery","","0x80c333e7036b141b:0x8d723c809b7eb521","","['Cannabis store', 'Delivery service']","4.4","97","","","{'Service options': ['Delivery', 'Same-day delivery', 'In-store shopping'], 'Health & safety': ['Mask required'], 'Planning': ['Quick visit'], 'Payments': ['Cash-only']}",""
"White Whale Water Inc","","0x56c89a4238e58bd1:0xf14ceb8667751085","","['Delivery service', 'Bottled water supplier']","4.0","2","","[['Wednesday', '8AM–6PM'], ['Thursday', '8AM–6PM'], ['Friday', '8AM–6PM'], ['Saturday', '8AM–6PM'], ['Sunday', 'Closed'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM']]","","Closed ⋅ Opens 8AM"
